tetra	ez	rdSMILES	rdInChI	rdInChIKey
0	0	Cc1cc2cc(O)c(O)cc2c2cc(C)n(Cc3ccc(O)c4ccccc34)c12	InChI=1S/C25H21NO3/c1-14-9-17-11-23(28)24(29)12-20(17)21-10-15(2)26(25(14)21)13-16-7-8-22(27)19-6-4-3-5-18(16)19/h3-12,27-29H,13H2,1-2H3	NJPFVRHXHCGUFZ-UHFFFAOYSA-N
0	1	C/C=C(\C(=O)O)c1c(O)c(O)c(O)c2ccc(Cl)cc12	InChI=1S/C14H11ClO5/c1-2-7(14(19)20)10-9-5-6(15)3-4-8(9)11(16)13(18)12(10)17/h2-5,16-18H,1H3,(H,19,20)/b7-2-	KNXFQZPPFWXAIH-UQCOIBPSSA-N
1	2	C/C=C\c1ccc(CO)c2c1ccc1c3c(ccc12)CCC[C@H]3O	InChI=1S/C22H22O2/c1-2-4-14-7-8-16(13-23)21-17(14)11-12-19-18(21)10-9-15-5-3-6-20(24)22(15)19/h2,4,7-12,20,23-24H,3,5-6,13H2,1H3/b4-2-/t20-/m1/s1	LAZDGBLBPHYYRE-AJQASEPBSA-N
4	4	C[C@]1(O)CCCc2c1cc(C[C@@H](O)C(=O)O)c1c2[C@@H]2C(C(=O)O)=CC=CC2=C(F)[C@H]1I	InChI=1S/C23H22FIO6/c1-23(31)7-3-6-11-14(23)8-10(9-15(26)22(29)30)16-18(11)17-12(19(24)20(16)25)4-2-5-13(17)21(27)28/h2,4-5,8,15,17,20,26,31H,3,6-7,9H2,1H3,(H,27,28)(H,29,30)/t15-,17+,20+,23+/m1/s1	AEADGNVUOCPJAG-OCZPFTLSSA-N
1	1	NC(=O)C1=C[C@@H](c2cc(O)cc3c(O)c(C(=O)O)ccc23)c2cc[nH]c2C1	InChI=1S/C20H16N2O5/c21-19(25)9-5-14(12-3-4-22-17(12)6-9)15-7-10(23)8-16-11(15)1-2-13(18(16)24)20(26)27/h1-5,7-8,14,22-24H,6H2,(H2,21,25)(H,26,27)/t14-/m1/s1	RDWREWQERDCRSE-CQSZACIVSA-N
0	0	Cc1ccc(COC(=O)c2ccc3[nH]c4ccccc4c3c2)c2nc3c(O)cccc3cc12	InChI=1S/C28H20N2O3/c1-16-9-10-19(26-21(16)13-17-5-4-8-25(31)27(17)30-26)15-33-28(32)18-11-12-24-22(14-18)20-6-2-3-7-23(20)29-24/h2-14,29,31H,15H2,1H3	MKFIKMUTFVHHPD-UHFFFAOYSA-N
1	2	CC(C)/C(=C/CO)N(C)[C@H](C(=O)NC(=O)CC(=O)O)C(=O)Nc1ccccc1	InChI=1S/C19H25N3O6/c1-12(2)14(9-10-23)22(3)17(19(28)21-15(24)11-16(25)26)18(27)20-13-7-5-4-6-8-13/h4-9,12,17,23H,10-11H2,1-3H3,(H,20,27)(H,25,26)(H,21,24,28)/b14-9-/t17-/m0/s1	LMADTSVVFPNUQJ-DZXKJOIRSA-N
3	3	CNc1cc2c3c(c1)[C@H](C(C)=O)C=C[C@H]3O[C@@H]2Cn1ncc2ccc(O)cc21	InChI=1S/C22H21N3O3/c1-12(26)16-5-6-20-22-17(16)7-14(23-2)8-18(22)21(28-20)11-25-19-9-15(27)4-3-13(19)10-24-25/h3-10,16,20-21,23,27H,11H2,1-2H3/t16-,20+,21+/m0/s1	UTTPYPYYOAVJPF-ZLGUVYLKSA-N
0	1	C=CC(=O)Nc1ccc(C/C(O)=C/C(=O)O)c(O)c1O	InChI=1S/C13H13NO6/c1-2-10(16)14-9-4-3-7(12(19)13(9)20)5-8(15)6-11(17)18/h2-4,6,15,19-20H,1,5H2,(H,14,16)(H,17,18)/b8-6-	JBOIPQBHHFZOPH-VURMDHGXSA-N
2	2	CC1=C(Cl)[C@@H]2c3[nH]ccc3[C@H](C(N)=O)c3c(F)c(NC(=O)OC(=O)c4ccccc4)cc(c32)C1	InChI=1S/C25H19ClFN3O4/c1-11-9-13-10-15(30-25(33)34-24(32)12-5-3-2-4-6-12)21(27)18-16(13)19(20(11)26)22-14(7-8-29-22)17(18)23(28)31/h2-8,10,17,19,29H,9H2,1H3,(H2,28,31)(H,30,33)/t17-,19+/m0/s1	NXTCONHMNXEZPK-PKOBYXMFSA-N
0	1	CC(=O)OC(=O)CC(=O)CC(=O)NC(=O)NC1=CCc2cccc(N/C(O)=C/C(=O)O)c2C1	InChI=1S/C21H21N3O9/c1-11(25)33-20(31)9-14(26)8-17(27)24-21(32)22-13-6-5-12-3-2-4-16(15(12)7-13)23-18(28)10-19(29)30/h2-4,6,10,23,28H,5,7-9H2,1H3,(H,29,30)(H2,22,24,27,32)/b18-10-	ZSZSAPKRGTWEGI-ZDLGFXPLSA-N
2	2	Cc1ccc(O)c(C[C@@H](O)[C@@H](C)CCCC(=O)CC(=O)O)c1	InChI=1S/C17H24O5/c1-11-6-7-15(19)13(8-11)9-16(20)12(2)4-3-5-14(18)10-17(21)22/h6-8,12,16,19-20H,3-5,9-10H2,1-2H3,(H,21,22)/t12-,16+/m0/s1	HFSAENHWKDMEGI-BLLLJJGKSA-N
1	2	C[C@H](c1ccc2ccc3c(/C=C(/N)c4cccc(O)c4)c[nH]c3c2c1)c1ccc(O)nc1C=O	InChI=1S/C28H23N3O3/c1-16(22-9-10-27(34)31-26(22)15-32)18-6-5-17-7-8-23-20(14-30-28(23)24(17)12-18)13-25(29)19-3-2-4-21(33)11-19/h2-16,30,33H,29H2,1H3,(H,31,34)/b25-13+/t16-/m1/s1	BBRPFYSJIXQADI-IXBOPPFXSA-N
1	2	COC1=C(F)C(Cl)=C(O)C2=C(C/N=C\O)Cc3c(C=O)cccc3[C@H]12	InChI=1S/C18H15ClFNO4/c1-25-18-14-11-4-2-3-9(7-22)12(11)5-10(6-21-8-23)13(14)17(24)15(19)16(18)20/h2-4,7-8,14,24H,5-6H2,1H3,(H,21,23)/t14-/m0/s1	CTKYGBJYKUDYSM-AWEZNQCLSA-N
0	2	COC/C=C(\CC/C(=C\NCO)C(=O)O)C(=O)[n+]1cc[nH]c1-n1cccc1C	InChI=1S/C19H24N4O5/c1-14-4-3-9-22(14)19-21-8-10-23(19)17(25)15(7-11-28-2)5-6-16(18(26)27)12-20-13-24/h3-4,7-10,12,20,24H,5-6,11,13H2,1-2H3,(H,26,27)/p+1/b15-7+,16-12+	GLPCMKITRZTQJL-QGHKEMITSA-O
0	0	CC(=O)OC(=O)Cc1cccc2c(F)cccc12	InChI=1S/C14H11FO3/c1-9(16)18-14(17)8-10-4-2-6-12-11(10)5-3-7-13(12)15/h2-7H,8H2,1H3	BINMUUKPRNCGAF-UHFFFAOYSA-N
2	3	CCCO/N=C(\CC(=O)O)c1c(O)c(O)c2c(O)cccc2c1[C@H](C)[C@@H](CCCC(=O)O)OC	InChI=1S/C24H31NO9/c1-4-11-34-25-15(12-19(29)30)22-20(13(2)17(33-3)9-6-10-18(27)28)14-7-5-8-16(26)21(14)23(31)24(22)32/h5,7-8,13,17,26,31-32H,4,6,9-12H2,1-3H3,(H,27,28)(H,29,30)/b25-15+/t13-,17-/m1/s1	IZXHIJVTNRGSGN-ZCXSPFGHSA-N
0	0	O=C(O)CC(=O)NC(=O)CC(=O)OC(=O)OCC(=O)OCc1ccc(Cl)cc1	InChI=1S/C16H14ClNO10/c17-10-3-1-9(2-4-10)7-26-15(24)8-27-16(25)28-14(23)6-12(20)18-11(19)5-13(21)22/h1-4H,5-8H2,(H,21,22)(H,18,19,20)	WQWIPPRJDTWZEL-UHFFFAOYSA-N
0	0	COc1cc(OC)c(Cl)c(Oc2ccc3occc3c2)c1F	InChI=1S/C16H12ClFO4/c1-19-12-8-13(20-2)15(18)16(14(12)17)22-10-3-4-11-9(7-10)5-6-21-11/h3-8H,1-2H3	KOABKXVFRKERBN-UHFFFAOYSA-N
0	0	CCCCCCNC(=O)NCc1c(C)[nH]c2c(C(=O)O)cc(CC)c(C(C)(C)O)c12	InChI=1S/C23H35N3O4/c1-6-8-9-10-11-24-22(29)25-13-17-14(3)26-20-16(21(27)28)12-15(7-2)19(18(17)20)23(4,5)30/h12,26,30H,6-11,13H2,1-5H3,(H,27,28)(H2,24,25,29)	XRBNJALKTQRIBY-UHFFFAOYSA-N
1	1	COC1=C[C@@H](Cl)c2c(C(=O)NC(C)=O)c(O)nc3ccc(O)c1c23	InChI=1S/C16H13ClN2O5/c1-6(20)18-15(22)14-11-7(17)5-10(24-2)13-9(21)4-3-8(12(11)13)19-16(14)23/h3-5,7,21H,1-2H3,(H,19,23)(H,18,20,22)/t7-/m1/s1	QNPPMMGEGXCEMW-SSDOTTSWSA-N
0	0	Cc1cc(O)c(Cc2ccc3[nH]c4c(c3c2)CC=CC4)c(O)n1	InChI=1S/C19H18N2O2/c1-11-8-18(22)15(19(23)20-11)10-12-6-7-17-14(9-12)13-4-2-3-5-16(13)21-17/h2-3,6-9,21H,4-5,10H2,1H3,(H2,20,22,23)	RFVDUNCBQQNBRL-UHFFFAOYSA-N
1	1	NCC1=C[C@@H](c2ccc3cc4ccccc4cc3c2)c2c(O)c(O)cc(O)c2C1	InChI=1S/C25H21NO3/c26-13-14-7-20(24-21(8-14)22(27)12-23(28)25(24)29)18-6-5-17-9-15-3-1-2-4-16(15)10-19(17)11-18/h1-7,9-12,20,27-29H,8,13,26H2/t20-/m0/s1	ZJQSSTCDFKPSCX-FQEVSTJZSA-N
2	2	COC(=O)CNC(=O)[C@@H](O)C[C@@H](C(=O)O)C(=O)Nc1cc(OC)c(Cl)c(C)c1F	InChI=1S/C17H20ClFN2O8/c1-7-13(18)11(28-2)5-9(14(7)19)21-15(24)8(17(26)27)4-10(22)16(25)20-6-12(23)29-3/h5,8,10,22H,4,6H2,1-3H3,(H,20,25)(H,21,24)(H,26,27)/t8-,10+/m1/s1	QTKFUTWLTUPICU-SCZZXKLOSA-N
1	1	CCCCCCC(=O)OC(=O)c1ccc(Cl)cc1[C@H](C)C(=O)O	InChI=1S/C17H21ClO5/c1-3-4-5-6-7-15(19)23-17(22)13-9-8-12(18)10-14(13)11(2)16(20)21/h8-11H,3-7H2,1-2H3,(H,20,21)/t11-/m0/s1	BLDSVCORTHRAPL-NSHDSACASA-N
1	2	Cc1cc(/N=C\O)c2c(c1)[C@H](NC(=O)OC(=O)CC1=CC(=O)C=C(CCC(=O)O)C1=O)C=CC2	InChI=1S/C24H22N2O8/c1-13-7-18-17(20(8-13)25-12-27)3-2-4-19(18)26-24(33)34-22(31)11-15-10-16(28)9-14(23(15)32)5-6-21(29)30/h2,4,7-10,12,19H,3,5-6,11H2,1H3,(H,25,27)(H,26,33)(H,29,30)/t19-/m1/s1	ZTCOKWHWEJGEEV-LJQANCHMSA-N
2	2	Cc1ccc2c(c1)Cc1c(CC(=O)O)cccc1[C@@H]2OC[C@H](N)C(=O)NC(=O)N(C)C	InChI=1S/C23H27N3O5/c1-13-7-8-16-15(9-13)10-18-14(11-20(27)28)5-4-6-17(18)21(16)31-12-19(24)22(29)25-23(30)26(2)3/h4-9,19,21H,10-12,24H2,1-3H3,(H,27,28)(H,25,29,30)/t19-,21+/m0/s1	UDNIWIIYCPAFND-PZJWPPBQSA-N
1	2	CCCCC(=O)OC(=O)/C(Cc1cccc2c1CC(O)=C[C@@H]2C)=C(/C)O	InChI=1S/C21H26O5/c1-4-5-9-20(24)26-21(25)18(14(3)22)11-15-7-6-8-17-13(2)10-16(23)12-19(15)17/h6-8,10,13,22-23H,4-5,9,11-12H2,1-3H3/b18-14-/t13-/m0/s1	ZXMXQRJHTLLXEN-SSICXYGWSA-N
0	0	CCCOc1ccc(CO)c2c(C(=O)O)cc(Oc3cccc(F)c3)c(C(=O)O)c12	InChI=1S/C22H19FO7/c1-2-8-29-16-7-6-12(11-24)18-15(21(25)26)10-17(20(19(16)18)22(27)28)30-14-5-3-4-13(23)9-14/h3-7,9-10,24H,2,8,11H2,1H3,(H,25,26)(H,27,28)	LEMAEWLARZEAAQ-UHFFFAOYSA-N
0	0	CCc1cc(CCC(=O)O)c2cc[nH]c2c1-n1c(Oc2ccccc2OC)cc2cc(O)c(O)cc21	InChI=1S/C28H26N2O6/c1-3-16-12-17(8-9-26(33)34)19-10-11-29-27(19)28(16)30-20-15-22(32)21(31)13-18(20)14-25(30)36-24-7-5-4-6-23(24)35-2/h4-7,10-15,29,31-32H,3,8-9H2,1-2H3,(H,33,34)	FRAMOLNVCNJTKK-UHFFFAOYSA-N
0	1	CC(C)CO/C(=C\COc1ccccc1)c1ccccc1Cl	InChI=1S/C19H21ClO2/c1-15(2)14-22-19(17-10-6-7-11-18(17)20)12-13-21-16-8-4-3-5-9-16/h3-12,15H,13-14H2,1-2H3/b19-12-	YVZILGMDFYRVJO-UNOMPAQXSA-N
0	0	COc1cccc(S(=O)(=O)CC(=O)O)c1Cc1ccc2ccc(O)cc2c1	InChI=1S/C20H18O6S/c1-26-18-3-2-4-19(27(24,25)12-20(22)23)17(18)10-13-5-6-14-7-8-16(21)11-15(14)9-13/h2-9,11,21H,10,12H2,1H3,(H,22,23)	UCBXJLBEXKKTTC-UHFFFAOYSA-N
1	2	C/C(=C\[C@H](CCC(=O)O)c1cccc(O)c1)C(=O)CC(=O)O	InChI=1S/C16H18O6/c1-10(14(18)9-16(21)22)7-12(5-6-15(19)20)11-3-2-4-13(17)8-11/h2-4,7-8,12,17H,5-6,9H2,1H3,(H,19,20)(H,21,22)/b10-7+/t12-/m0/s1	DTMFRUZVVGNZND-PMDBQALLSA-N
1	2	C=C[C@H](CC)/N=C\Nc1[nH]c2c(c1CCC(=O)O)CC=CC2	InChI=1S/C17H23N3O2/c1-3-12(4-2)18-11-19-17-14(9-10-16(21)22)13-7-5-6-8-15(13)20-17/h3,5-6,11-12,20H,1,4,7-10H2,2H3,(H,18,19)(H,21,22)/t12-/m1/s1	TYMGKVRIOBMXEH-GFCCVEGCSA-N
3	3	CCC[C@@H]1CCC[C@@H](OC2=C3C(OC)=CC=C[C@H]3c3c(CCCl)cc(C)cc3C2)C1	InChI=1S/C27H35ClO2/c1-4-7-19-8-5-9-22(16-19)30-25-17-21-15-18(2)14-20(12-13-28)26(21)23-10-6-11-24(29-3)27(23)25/h6,10-11,14-15,19,22-23H,4-5,7-9,12-13,16-17H2,1-3H3/t19-,22-,23+/m1/s1	LXWTXVCHKXKYPO-PTUXOGIPSA-N
3	3	O=C(O)C(=O)[C@H]1C(O)=C2C(CO)=c3c(O)cccc3=C(O)[C@@H]2c2cc3c(cc21)[C@H](O)C=CC3	InChI=1S/C25H20O8/c26-9-15-18-11(4-2-6-17(18)28)22(29)19-13-7-10-3-1-5-16(27)12(10)8-14(13)21(23(30)20(15)19)24(31)25(32)33/h1-2,4-8,16,19,21,26-30H,3,9H2,(H,32,33)/t16-,19-,21-/m1/s1	OXAMEYXKZPLTOK-OZOXKJRCSA-N
1	1	CCOc1cc2c(c3cccc(C)c13)CC(O)=C1C(C)=CN[C@H]12	InChI=1S/C20H21NO2/c1-4-23-17-9-15-14(13-7-5-6-11(2)18(13)17)8-16(22)19-12(3)10-21-20(15)19/h5-7,9-10,20-22H,4,8H2,1-3H3/t20-/m0/s1	YQRWXIAJBSSXSZ-FQEVSTJZSA-N
0	0	C=CNc1cc(C)cc2cc(-c3c(C)cccc3O)oc12	InChI=1S/C18H17NO2/c1-4-19-14-9-11(2)8-13-10-16(21-18(13)14)17-12(3)6-5-7-15(17)20/h4-10,19-20H,1H2,2-3H3	NRZLZBWULZJTKV-UHFFFAOYSA-N
1	1	CCCc1c(C(C)(C)c2cc(OC)cc(OC)c2)ccc2c1[C@H](O)C=CC2	InChI=1S/C24H30O3/c1-6-8-20-21(12-11-16-9-7-10-22(25)23(16)20)24(2,3)17-13-18(26-4)15-19(14-17)27-5/h7,10-15,22,25H,6,8-9H2,1-5H3/t22-/m1/s1	IMQXVAOOXWAWDC-JOCHJYFZSA-N
0	0	CCc1cccc2c(Cl)c(C)cc(C(=O)CNC(N)=O)c12	InChI=1S/C16H17ClN2O2/c1-3-10-5-4-6-11-14(10)12(7-9(2)15(11)17)13(20)8-19-16(18)21/h4-7H,3,8H2,1-2H3,(H3,18,19,21)	QFEYZAZUGITCDP-UHFFFAOYSA-N
1	1	COc1ccc(OC(C)(C)C)c([C@](O)(CCC(=O)O)c2ccccc2CCc2ccccc2)c1	InChI=1S/C29H34O5/c1-28(2,3)34-26-17-16-23(33-4)20-25(26)29(32,19-18-27(30)31)24-13-9-8-12-22(24)15-14-21-10-6-5-7-11-21/h5-13,16-17,20,32H,14-15,18-19H2,1-4H3,(H,30,31)/t29-/m0/s1	YPNRLPCAPSPABS-LJAQVGFWSA-N
1	3	C/C(=C/c1ccccn1)[C@@H](/C=C/c1ccc(C(=O)O)c2c1CC=CC2)COCCC(C)C	InChI=1S/C28H33NO3/c1-20(2)15-17-32-19-23(21(3)18-24-8-6-7-16-29-24)12-11-22-13-14-27(28(30)31)26-10-5-4-9-25(22)26/h4-8,11-14,16,18,20,23H,9-10,15,17,19H2,1-3H3,(H,30,31)/b12-11+,21-18-/t23-/m0/s1	KOQIAUHGQXGYPE-XRTVJHEGSA-N
2	2	CCc1cc(OC)c2c(c1OC)[C@@H](F)c1[nH]ccc1[C@H]2Cl	InChI=1S/C16H17ClFNO2/c1-4-8-7-10(20-2)11-12(16(8)21-3)14(18)15-9(13(11)17)5-6-19-15/h5-7,13-14,19H,4H2,1-3H3/t13-,14-/m1/s1	ATWXZLVVZDZSGZ-ZIAGYGMSSA-N
5	5	C[C@@H]1c2ccc3c(c2-c2cccc(O)c2[C@H]1NC(=O)[C@](C)(O)C(=O)O)[C@H](C(=O)NO)C=C[C@H]3Cl	InChI=1S/C24H23ClN2O7/c1-10-11-6-7-12-15(25)9-8-14(21(29)27-34)18(12)17(11)13-4-3-5-16(28)19(13)20(10)26-22(30)24(2,33)23(31)32/h3-10,14-15,20,28,33-34H,1-2H3,(H,26,30)(H,27,29)(H,31,32)/t10-,14-,15-,20+,24+/m1/s1	LDGNZGQVHLSIDQ-PNVUQBDNSA-N
1	3	Cc1cncc2cc(O)cc([C@@H](C)C(/C=C\CC(=O)O)=C\CNCC(=O)O)c12	InChI=1S/C21H24N2O5/c1-13-10-23-11-16-8-17(24)9-18(21(13)16)14(2)15(4-3-5-19(25)26)6-7-22-12-20(27)28/h3-4,6,8-11,14,22,24H,5,7,12H2,1-2H3,(H,25,26)(H,27,28)/b4-3-,15-6-/t14-/m0/s1	TUGXSCDRIIPBJQ-HQDTWNBZSA-N
4	4	CCOC(=O)C1=C[C@@H](O)c2c(ccc3c2[C@H](NCO)C(C)=C(NC)[C@@H]3C)[C@@H]1O	InChI=1S/C21H28N2O5/c1-5-28-21(27)14-8-15(25)16-13(20(14)26)7-6-12-10(2)18(22-4)11(3)19(17(12)16)23-9-24/h6-8,10,15,19-20,22-26H,5,9H2,1-4H3/t10-,15-,19-,20+/m1/s1	WLMDUUUTLDJOLW-SDSNIYEDSA-N
0	2	C=C(C)/C=C(\C(C)=O)C(=CCc1ccc(CC(=O)O)c(C)c1)OCc1ccccc1OC	InChI=1S/C27H30O5/c1-18(2)14-24(20(4)28)26(32-17-23-8-6-7-9-25(23)31-5)13-11-21-10-12-22(16-27(29)30)19(3)15-21/h6-10,12-15H,1,11,16-17H2,2-5H3,(H,29,30)/b24-14+,26-13?	VOQMJOMTZCQFGC-DVOUPTQISA-N
1	1	Cc1[nH]cc(C[C@H](Cc2ccc3c(Cl)c4cc(C(=O)O)ccc4c(O)c3c2)C(=O)O)c1Cl	InChI=1S/C24H19Cl2NO5/c1-11-20(25)15(10-27-11)8-14(24(31)32)6-12-2-4-16-19(7-12)22(28)17-5-3-13(23(29)30)9-18(17)21(16)26/h2-5,7,9-10,14,27-28H,6,8H2,1H3,(H,29,30)(H,31,32)/t14-/m0/s1	POBFDPWGQOOBTL-AWEZNQCLSA-N
1	2	O=C(O)/C(=C\CCc1ccccc1)Cc1cccc2c1C[C@H](O)CC2	InChI=1S/C22H24O3/c23-20-13-12-17-9-5-10-18(21(17)15-20)14-19(22(24)25)11-4-8-16-6-2-1-3-7-16/h1-3,5-7,9-11,20,23H,4,8,12-15H2,(H,24,25)/b19-11-/t20-/m1/s1	NQRNTCDAVFRQSF-DEWISIQVSA-N
0	0	CC1=C(Oc2c(Cl)cc3nc(C)[nH]c3c2O)Cc2c(CO)c(O)cc(C(=O)O)c2C1	InChI=1S/C21H19ClN2O6/c1-8-3-10-11(13(7-25)16(26)4-12(10)21(28)29)5-17(8)30-20-14(22)6-15-18(19(20)27)24-9(2)23-15/h4,6,25-27H,3,5,7H2,1-2H3,(H,23,24)(H,28,29)	OSTIJMUJIAOOKM-UHFFFAOYSA-N
0	1	O=C(O)/C=C(/CCc1ccc(-c2ccccc2)[nH]1)C(=O)O	InChI=1S/C16H15NO4/c18-15(19)10-12(16(20)21)6-7-13-8-9-14(17-13)11-4-2-1-3-5-11/h1-5,8-10,17H,6-7H2,(H,18,19)(H,20,21)/b12-10-	AAFVYKJWWQCVIZ-BENRWUELSA-N
0	0	COc1ccccc1Nc1ccccc1Oc1cc2[nH]ccc2c2ccsc12	InChI=1S/C23H18N2O2S/c1-26-20-8-4-2-6-17(20)25-18-7-3-5-9-21(18)27-22-14-19-15(10-12-24-19)16-11-13-28-23(16)22/h2-14,24-25H,1H3	YCZKZZZPBPSWMG-UHFFFAOYSA-N
1	1	COC(=O)Nc1cc(C[C@H]2C=CC(=O)c3ccccc32)cc2ccc(F)cc12	InChI=1S/C23H18FNO3/c1-28-23(27)25-21-12-14(11-16-6-8-17(24)13-20(16)21)10-15-7-9-22(26)19-5-3-2-4-18(15)19/h2-9,11-13,15H,10H2,1H3,(H,25,27)/t15-/m1/s1	UOSULNXNJDRYLE-OAHLLOKOSA-N
0	0	O=C(O)Cc1ccc(-c2cccc3cc4c(O)cccc4cc23)c2c(CC(=O)O)cccc12	InChI=1S/C28H20O5/c29-25-9-3-5-17-12-23-16(13-24(17)25)4-1-8-21(23)22-11-10-18(14-26(30)31)20-7-2-6-19(28(20)22)15-27(32)33/h1-13,29H,14-15H2,(H,30,31)(H,32,33)	BCIQXYFNZWUESQ-UHFFFAOYSA-N
0	0	C=CCc1cc(C)c(N)cc1Cc1ccc2cc[nH]c2c1	InChI=1S/C19H20N2/c1-3-4-16-9-13(2)18(20)12-17(16)10-14-5-6-15-7-8-21-19(15)11-14/h3,5-9,11-12,21H,1,4,10,20H2,2H3	PIQUIFAAJHAGPN-UHFFFAOYSA-N
1	1	O=C(O)c1c[nH]c2c1C1=CCc3ccccc3[C@H]1C=C2O	InChI=1S/C17H13NO3/c19-14-7-12-10-4-2-1-3-9(10)5-6-11(12)15-13(17(20)21)8-18-16(14)15/h1-4,6-8,12,18-19H,5H2,(H,20,21)/t12-/m1/s1	MSTHSUWJJBJCHQ-GFCCVEGCSA-N
0	2	CO/C(=C/C(C)=C\C(=O)O)Cc1ccccc1C(=O)O	InChI=1S/C15H16O5/c1-10(8-14(16)17)7-12(20-2)9-11-5-3-4-6-13(11)15(18)19/h3-8H,9H2,1-2H3,(H,16,17)(H,18,19)/b10-8-,12-7+	TWZFUZKHRRUXID-GJIIZVESSA-N
0	1	O=C(O)c1cccc(C(=O)/C(=C\Nc2ccccc2)NS(=O)(=O)O)c1	InChI=1S/C16H14N2O6S/c19-15(11-5-4-6-12(9-11)16(20)21)14(18-25(22,23)24)10-17-13-7-2-1-3-8-13/h1-10,17-18H,(H,20,21)(H,22,23,24)/b14-10+	JLIWIGLMYVSNQM-GXDHUFHOSA-N
1	3	COCc1cc(Cl)c(/C=C/C/C(C(=O)O)=C(/O)CO)c2c1CC[C@@H](O)C2	InChI=1S/C19H23ClO6/c1-26-10-11-7-17(20)14(16-8-12(22)5-6-13(11)16)3-2-4-15(19(24)25)18(23)9-21/h2-3,7,12,21-23H,4-6,8-10H2,1H3,(H,24,25)/b3-2+,18-15-/t12-/m1/s1	ACEYAKNAUNZHCD-AXJJLREESA-N
0	0	Cc1cccc2c(C(=O)OCc3cccc(NC(=N)O)c3)c(O)cc(C)c12	InChI=1S/C21H20N2O4/c1-12-5-3-8-16-18(12)13(2)9-17(24)19(16)20(25)27-11-14-6-4-7-15(10-14)23-21(22)26/h3-10,24H,11H2,1-2H3,(H3,22,23,26)	WXQDFRUEXWDARW-UHFFFAOYSA-N
0	0	CC(=O)OC(=O)c1c(C(=O)O)c(O)cc2ccc(Cl)cc12	InChI=1S/C14H9ClO6/c1-6(16)21-14(20)11-9-5-8(15)3-2-7(9)4-10(17)12(11)13(18)19/h2-5,17H,1H3,(H,18,19)	DFAOAVKERWRAOK-UHFFFAOYSA-N
0	0	COc1ccc2c(ccc3cccc(C(=O)NC#N)c32)c1C(=O)O	InChI=1S/C18H12N2O4/c1-24-14-8-7-11-12(16(14)18(22)23)6-5-10-3-2-4-13(15(10)11)17(21)20-9-19/h2-8H,1H3,(H,20,21)(H,22,23)	MXNZDDSSYJHVHG-UHFFFAOYSA-N
1	1	Cc1ccc2c(Cl)cc(C(=O)OC(=O)[C@@H](N)C(=O)OC(=O)CC(=O)O)cc2c1Cl	InChI=1S/C18H13Cl2NO8/c1-7-2-3-9-10(14(7)20)4-8(5-11(9)19)16(25)29-18(27)15(21)17(26)28-13(24)6-12(22)23/h2-5,15H,6,21H2,1H3,(H,22,23)/t15-/m0/s1	IYRTWJKBEORTJQ-HNNXBMFYSA-N
0	2	O=C(O)C/C=C/C=C/CNc1c(O)[nH]c2c1ccc1c(C(=O)O)cc(Cl)cc12	InChI=1S/C20H17ClN2O5/c21-11-9-14-12(15(10-11)20(27)28)6-7-13-17(14)23-19(26)18(13)22-8-4-2-1-3-5-16(24)25/h1-4,6-7,9-10,22-23,26H,5,8H2,(H,24,25)(H,27,28)/b3-1+,4-2+	KYVACOYRMMHPCI-ZPUQHVIOSA-N
0	1	CNc1ccc2cc(C(=O)N/N=C(\O)CC(=O)O)c(C(=O)O)cc2c1	InChI=1S/C16H15N3O6/c1-17-10-3-2-8-5-11(12(16(24)25)6-9(8)4-10)15(23)19-18-13(20)7-14(21)22/h2-6,17H,7H2,1H3,(H,18,20)(H,19,23)(H,21,22)(H,24,25)	DAJYCBAYYDBUGA-UHFFFAOYSA-N
0	2	CC/C(=C\C/C(C)=C\Cc1ccc(C(=O)O)cc1OC)C(=O)O	InChI=1S/C18H22O5/c1-4-13(17(19)20)7-5-12(2)6-8-14-9-10-15(18(21)22)11-16(14)23-3/h6-7,9-11H,4-5,8H2,1-3H3,(H,19,20)(H,21,22)/b12-6-,13-7+	FOVIDOXNZWSGNK-VOFKWTQNSA-N
0	1	CCOc1ccc(O)c2c(O)c3c(N/C=C(/O)C(=O)O)cc(OC)cc3cc12	InChI=1S/C20H19NO7/c1-3-28-16-5-4-14(22)18-12(16)7-10-6-11(27-2)8-13(17(10)19(18)24)21-9-15(23)20(25)26/h4-9,21-24H,3H2,1-2H3,(H,25,26)/b15-9+	IBAKAKSXDYTLFY-OQLLNIDSSA-N
1	2	COCCCCn1cc(C(=O)O)cc1-c1cc([C@H](/C=C\C(=O)O)C(=O)O)ccc1C	InChI=1S/C22H25NO7/c1-14-5-6-15(17(22(28)29)7-8-20(24)25)11-18(14)19-12-16(21(26)27)13-23(19)9-3-4-10-30-2/h5-8,11-13,17H,3-4,9-10H2,1-2H3,(H,24,25)(H,26,27)(H,28,29)/b8-7-/t17-/m0/s1	ODCXTCLNLWXBJX-QWPQOLDESA-N
1	1	Cc1cc(O)c([C@H](Cc2cccc(O)c2O)C(=O)O)c(O)c1C(=O)O	InChI=1S/C17H16O8/c1-7-5-11(19)13(15(21)12(7)17(24)25)9(16(22)23)6-8-3-2-4-10(18)14(8)20/h2-5,9,18-21H,6H2,1H3,(H,22,23)(H,24,25)/t9-/m0/s1	KPKVOTQQAZWFFI-VIFPVBQESA-N
